caseNumber,date,url,status,error
"331/3298/20","01.01.2019","https://reyestr.court.gov.ua/Review/102765607","ok",""
"645/6179/19","01.01.2019","https://reyestr.court.gov.ua/Review/106053048","ok",""
"442/2543/20","01.01.2019","https://reyestr.court.gov.ua/Review/106116645","ok",""
"748/2075/19","01.01.2019","https://reyestr.court.gov.ua/Review/106621771","ok",""
"913/110/21","01.01.2019","https://reyestr.court.gov.ua/Review/112087700","ok",""
"991/7073/23","01.01.2019","https://reyestr.court.gov.ua/Review/116388837","ok",""
"523/8446/22","01.01.2019","https://reyestr.court.gov.ua/Review/116487818","ok",""
"496/5125/15","01.01.2019","https://reyestr.court.gov.ua/Review/119212884","ok",""
"903/497/24","01.01.2019","https://reyestr.court.gov.ua/Review/124484775","ok",""
"758/6166/22","01.01.2019","https://reyestr.court.gov.ua/Review/125191992","ok",""
"201/1636/22","01.01.2019","https://reyestr.court.gov.ua/Review/125265279","ok",""
"759/22685/23","01.01.2019","https://reyestr.court.gov.ua/Review/125397068","ok",""
"640/6370/20","01.01.2019","https://reyestr.court.gov.ua/Review/125656504","ok",""
"500/5548/24","01.01.2019","https://reyestr.court.gov.ua/Review/125788512","ok",""
"752/12045/17","01.01.2019","https://reyestr.court.gov.ua/Review/127825811","ok",""
"127/23910/14","01.01.2019","https://reyestr.court.gov.ua/Review/127863640","ok",""
"922/831/23","01.01.2019","https://reyestr.court.gov.ua/Review/128308821","ok",""
"400/11721/23","01.01.2019","https://reyestr.court.gov.ua/Review/129104587","ok",""
"280/5120/19","01.01.2019","https://reyestr.court.gov.ua/Review/129362339","ok",""
"400/8794/23","01.01.2019","https://reyestr.court.gov.ua/Review/129622149","ok",""
"908/54/23","01.01.2019","https://reyestr.court.gov.ua/Review/130025564","ok",""
"285/405/21","01.01.2019","https://reyestr.court.gov.ua/Review/130231719","ok",""
"640/8373/21","01.01.2019","https://reyestr.court.gov.ua/Review/130478539","ok",""
"642/716/22","01.01.2019","https://reyestr.court.gov.ua/Review/133285159","ok",""
"420/9470/25","01.01.2019","https://reyestr.court.gov.ua/Review/134790146","ok",""
"203/2612/13","01.01.2019","https://reyestr.court.gov.ua/Review/71807404","ok",""
"826/6244/15","01.01.2019","https://reyestr.court.gov.ua/Review/73001403","ok",""
"337/6000/15","01.01.2019","https://reyestr.court.gov.ua/Review/73124709","ok",""
"487/1398/15","01.01.2019","https://reyestr.court.gov.ua/Review/73156847","ok",""
"","07.04.2018","https://reyestr.court.gov.ua/Review/73219793","ok",""
"522/407/15","19.04.2018","https://reyestr.court.gov.ua/Review/73469649","ok",""
"825/519/17","01.01.2019","https://reyestr.court.gov.ua/Review/73727765","ok",""
"308/11498/16","01.01.2019","https://reyestr.court.gov.ua/Review/73763926","ok",""
"495/2176/17","01.01.2019","https://reyestr.court.gov.ua/Review/73837583","ok",""
"820/4283/17","01.01.2019","https://reyestr.court.gov.ua/Review/74002405","ok",""
"541/2246/16","01.01.2019","https://reyestr.court.gov.ua/Review/74120781","ok",""
"","23.05.2018","https://reyestr.court.gov.ua/Review/74158380","ok",""
"492/884/16","01.01.2019","https://reyestr.court.gov.ua/Review/74265706","ok",""
"449/1154/14","01.01.2019","https://reyestr.court.gov.ua/Review/74536892","ok",""
"466/6696/16","01.01.2019","https://reyestr.court.gov.ua/Review/74777473","ok",""
"805/4506/16","01.01.2019","https://reyestr.court.gov.ua/Review/74809464","ok",""
"562/1813/16","01.01.2019","https://reyestr.court.gov.ua/Review/74820556","ok",""
"444/9519/12","01.01.2019","https://reyestr.court.gov.ua/Review/74838904","ok",""
"8979/08/1370","01.01.2019","https://reyestr.court.gov.ua/Review/74838907","ok",""
"635/6663/16","01.01.2019","https://reyestr.court.gov.ua/Review/74882936","ok",""
"755/8749/16","01.01.2019","https://reyestr.court.gov.ua/Review/74963921","ok",""
"206/3076/17","01.01.2019","https://reyestr.court.gov.ua/Review/75042756","ok",""
"200/18858/16","01.01.2019","https://reyestr.court.gov.ua/Review/75042763","ok",""
"909/971/17","01.01.2019","https://reyestr.court.gov.ua/Review/75042949","ok",""
"916/1226/16","01.01.2019","https://reyestr.court.gov.ua/Review/75068847","ok",""
"404/2163/16","01.01.2019","https://reyestr.court.gov.ua/Review/75099549","ok",""
"369/6892/15","01.01.2019","https://reyestr.court.gov.ua/Review/75296530","ok",""
"755/5691/16","01.01.2019","https://reyestr.court.gov.ua/Review/76154414","ok",""
"569/838/17","01.01.2019","https://reyestr.court.gov.ua/Review/76166688","ok",""
"373/1188/16","01.01.2019","https://reyestr.court.gov.ua/Review/76613912","ok",""
"823/1042/16","01.01.2019","https://reyestr.court.gov.ua/Review/76614167","ok",""
"724/1656/16","01.01.2019","https://reyestr.court.gov.ua/Review/76649276","ok",""
"715/1040/17","01.01.2019","https://reyestr.court.gov.ua/Review/76859307","ok",""
"816/389/15","01.01.2019","https://reyestr.court.gov.ua/Review/76912504","ok",""
"469/679/17","01.01.2019","https://reyestr.court.gov.ua/Review/77037405","ok",""
"658/715/16","01.01.2019","https://reyestr.court.gov.ua/Review/77590172","ok",""
"560/1519/15","01.01.2019","https://reyestr.court.gov.ua/Review/77653984","ok",""
"826/9381/17","01.01.2019","https://reyestr.court.gov.ua/Review/77654151","ok",""
"725/5630/15","01.01.2019","https://reyestr.court.gov.ua/Review/77720897","ok",""
"805/473/17","01.01.2019","https://reyestr.court.gov.ua/Review/77804962","ok",""
"201/10328/16","22.11.2018","https://reyestr.court.gov.ua/Review/78011436","ok",""
"606/2032/16","01.01.2019","https://reyestr.court.gov.ua/Review/78011440","ok",""
"641/3793/16","01.01.2019","https://reyestr.court.gov.ua/Review/78111224","ok",""
"674/31/15","01.01.2019","https://reyestr.court.gov.ua/Review/78129908","ok",""
"740/2608/17","01.01.2019","https://reyestr.court.gov.ua/Review/78131258","ok",""
"911/44/17","01.01.2019","https://reyestr.court.gov.ua/Review/78160765","ok",""
"757/59807/17","01.12.2018","https://reyestr.court.gov.ua/Review/78215380","ok",""
"530/121/17","01.01.2019","https://reyestr.court.gov.ua/Review/78215398","ok",""
"243/7935/16","01.01.2019","https://reyestr.court.gov.ua/Review/78267772","ok",""
"205/5830/16","01.01.2019","https://reyestr.court.gov.ua/Review/78297730","ok",""
"815/3490/16","01.01.2019","https://reyestr.court.gov.ua/Review/78299081","ok",""
"712/10074/15","01.01.2019","https://reyestr.court.gov.ua/Review/78565643","ok",""
"559/1777/15","01.01.2019","https://reyestr.court.gov.ua/Review/78627871","ok",""
"725/1352/16","01.01.2019","https://reyestr.court.gov.ua/Review/78668138","ok",""
"758/3453/16","01.01.2019","https://reyestr.court.gov.ua/Review/78750621","ok",""
"910/8122/17","03.01.2019","https://reyestr.court.gov.ua/Review/78977479","ok",""
"659/45/17","01.01.2019","https://reyestr.court.gov.ua/Review/78979755","ok",""
"552/5580/17","01.01.2019","https://reyestr.court.gov.ua/Review/78979969","ok",""
"855/1/19","01.01.2019","https://reyestr.court.gov.ua/Review/79088674","ok",""
"855/4/19","01.01.2019","https://reyestr.court.gov.ua/Review/79124907","ok",""
"336/1706/16","01.01.2019","https://reyestr.court.gov.ua/Review/79174066","ok",""
"751/7557/15","01.01.2019","https://reyestr.court.gov.ua/Review/79298340","ok",""
"522/3524/16","01.01.2019","https://reyestr.court.gov.ua/Review/79298390","ok",""
"822/3413/17","01.01.2019","https://reyestr.court.gov.ua/Review/79349600","ok",""
"362/44/17","01.01.2019","https://reyestr.court.gov.ua/Review/79472747","ok",""
"855/11/19","01.01.2019","https://reyestr.court.gov.ua/Review/79504109","ok",""
"757/1660/17","01.02.2019","https://reyestr.court.gov.ua/Review/79543765","ok",""
"855/15/19","01.01.2019","https://reyestr.court.gov.ua/Review/79590322","ok",""
"362/6630/17","01.01.2019","https://reyestr.court.gov.ua/Review/79638693","ok",""
"818/1526/18","01.01.2019","https://reyestr.court.gov.ua/Review/79684962","ok",""
"855/18/19","01.01.2019","https://reyestr.court.gov.ua/Review/79699055","ok",""
"855/17/19","01.01.2019","https://reyestr.court.gov.ua/Review/79699192","ok",""
"855/20/19","01.01.2019","https://reyestr.court.gov.ua/Review/79700741","ok",""
"855/21/19","01.01.2019","https://reyestr.court.gov.ua/Review/79715978","ok",""
"855/26/19","01.01.2019","https://reyestr.court.gov.ua/Review/79846346","ok",""
"855/30/19","01.01.2019","https://reyestr.court.gov.ua/Review/79846364","ok",""
"855/31/19","01.01.2019","https://reyestr.court.gov.ua/Review/79846396","ok",""
"855/28/19","01.01.2019","https://reyestr.court.gov.ua/Review/79846796","ok",""
"855/36/19","01.01.2019","https://reyestr.court.gov.ua/Review/79864494","ok",""
"855/35/19","01.01.2019","https://reyestr.court.gov.ua/Review/79877646","ok",""
"343/236/18","01.01.2019","https://reyestr.court.gov.ua/Review/79878961","ok",""
"818/1567/18","01.01.2019","https://reyestr.court.gov.ua/Review/79958060","ok",""
"818/1528/18","01.01.2019","https://reyestr.court.gov.ua/Review/79958164","ok",""
"855/45/19","01.01.2019","https://reyestr.court.gov.ua/Review/80049529","ok",""
"855/44/19","01.01.2019","https://reyestr.court.gov.ua/Review/80049531","ok",""
"855/49/19","01.01.2019","https://reyestr.court.gov.ua/Review/80056307","ok",""
"808/2265/16","01.01.2019","https://reyestr.court.gov.ua/Review/80112274","ok",""
"554/2412/16","28.02.2019","https://reyestr.court.gov.ua/Review/80147750","ok",""
"","01.01.2019","https://reyestr.court.gov.ua/Review/80178324","ok",""
"904/4669/18","01.01.2019","https://reyestr.court.gov.ua/Review/80181036","ok",""
"855/53/19","01.01.2019","https://reyestr.court.gov.ua/Review/80198126","ok",""
"855/58/19","01.01.2019","https://reyestr.court.gov.ua/Review/80269449","ok",""
