caseNumber,date,url,status,error
"280/5116/19","01.01.2019","https://reyestr.court.gov.ua/Review/100057857","ok",""
"409/1465/16","01.01.2019","https://reyestr.court.gov.ua/Review/100109314","ok",""
"556/450/18","01.01.2019","https://reyestr.court.gov.ua/Review/100109396","ok",""
"582/1101/20","01.01.2019","https://reyestr.court.gov.ua/Review/100179144","ok",""
"200/126/21","01.01.2019","https://reyestr.court.gov.ua/Review/100285109","ok",""
"905/2030/19","18.10.2021","https://reyestr.court.gov.ua/Review/100359355","ok",""
"209/3530/17","01.01.2019","https://reyestr.court.gov.ua/Review/100491206","ok",""
"663/3390/19","01.01.2019","https://reyestr.court.gov.ua/Review/100544936","ok",""
"810/3401/17","01.01.2019","https://reyestr.court.gov.ua/Review/100823778","ok",""
"482/1361/20","01.01.2019","https://reyestr.court.gov.ua/Review/100885062","ok",""
"450/1146/14","01.01.2019","https://reyestr.court.gov.ua/Review/100957076","ok",""
"185/5823/20","01.01.2019","https://reyestr.court.gov.ua/Review/101309428","ok",""
"523/13155/19","01.01.2019","https://reyestr.court.gov.ua/Review/101473278","ok",""
"620/4510/20","01.01.2019","https://reyestr.court.gov.ua/Review/101568785","ok",""
"1540/3856/18","01.01.2019","https://reyestr.court.gov.ua/Review/101731811","ok",""
"826/16588/16","01.01.2019","https://reyestr.court.gov.ua/Review/101774108","ok",""
"493/1516/20","01.01.2019","https://reyestr.court.gov.ua/Review/101809040","ok",""
"356/417/17","01.01.2019","https://reyestr.court.gov.ua/Review/101913161","ok",""
"904/4455/19","01.01.2019","https://reyestr.court.gov.ua/Review/102010186","ok",""
"755/5856/20","01.01.2019","https://reyestr.court.gov.ua/Review/102010689","ok",""
"242/3711/20","01.01.2019","https://reyestr.court.gov.ua/Review/102050605","ok",""
"540/1588/19","01.01.2019","https://reyestr.court.gov.ua/Review/102124816","ok",""
"554/1124/20","01.01.2019","https://reyestr.court.gov.ua/Review/102221063","ok",""
"204/8432/19","01.01.2019","https://reyestr.court.gov.ua/Review/102221307","ok",""
"526/2178/20","01.01.2019","https://reyestr.court.gov.ua/Review/102221823","ok",""
"723/4999/19","01.01.2019","https://reyestr.court.gov.ua/Review/102221828","ok",""
"236/2450/20","01.01.2019","https://reyestr.court.gov.ua/Review/102342476","ok",""
"663/724/19","01.01.2019","https://reyestr.court.gov.ua/Review/102561476","ok",""
"234/11607/20","01.01.2019","https://reyestr.court.gov.ua/Review/102562288","ok",""
"677/450/18","01.01.2019","https://reyestr.court.gov.ua/Review/102941414","ok",""
"460/8776/20","01.01.2019","https://reyestr.court.gov.ua/Review/103128844","ok",""
"346/2238/15","01.01.2019","https://reyestr.court.gov.ua/Review/103844331","ok",""
"243/13575/19","01.01.2019","https://reyestr.court.gov.ua/Review/103844358","ok",""
"755/12623/19","01.01.2019","https://reyestr.court.gov.ua/Review/103893132","ok",""
"400/3468/20","01.01.2019","https://reyestr.court.gov.ua/Review/103944032","ok",""
"1440/2024/18","01.01.2019","https://reyestr.court.gov.ua/Review/103944059","ok",""
"0540/6069/18","01.01.2019","https://reyestr.court.gov.ua/Review/103946006","ok",""
"280/3866/19","01.01.2019","https://reyestr.court.gov.ua/Review/103946153","ok",""
"240/12378/19","01.01.2019","https://reyestr.court.gov.ua/Review/103946166","ok",""
"925/162/20","01.01.2019","https://reyestr.court.gov.ua/Review/103952868","ok",""
"366/599/19","01.01.2019","https://reyestr.court.gov.ua/Review/103986053","ok",""
"215/764/21","01.01.2019","https://reyestr.court.gov.ua/Review/103994416","ok",""
"300/756/19","01.01.2019","https://reyestr.court.gov.ua/Review/104008672","ok",""
"620/244/20","01.01.2019","https://reyestr.court.gov.ua/Review/104026076","ok",""
"401/676/17","01.01.2019","https://reyestr.court.gov.ua/Review/104026185","ok",""
"638/7217/16","01.01.2019","https://reyestr.court.gov.ua/Review/104026198","ok",""
"610/1117/20","01.01.2019","https://reyestr.court.gov.ua/Review/104045188","ok",""
"466/4078/20","01.01.2019","https://reyestr.court.gov.ua/Review/104045274","ok",""
"308/9708/19","01.01.2019","https://reyestr.court.gov.ua/Review/104086064","ok",""
"905/2030/19","01.01.2019","https://reyestr.court.gov.ua/Review/104115378","ok",""
"910/15316/21","01.01.2019","https://reyestr.court.gov.ua/Review/104122543","ok",""
"705/4132/19","01.01.2019","https://reyestr.court.gov.ua/Review/104165229","ok",""
"922/3228/20","01.01.2019","https://reyestr.court.gov.ua/Review/104167305","ok",""
"369/3365/17","01.01.2019","https://reyestr.court.gov.ua/Review/104177524","ok",""
"640/20232/18","01.01.2019","https://reyestr.court.gov.ua/Review/104177599","ok",""
"240/2186/21","01.01.2019","https://reyestr.court.gov.ua/Review/104177683","ok",""
"120/1726/21","01.01.2019","https://reyestr.court.gov.ua/Review/104177720","ok",""
"200/451/20","01.01.2019","https://reyestr.court.gov.ua/Review/104177841","ok",""
"200/14472/19","01.01.2019","https://reyestr.court.gov.ua/Review/104177843","ok",""
