caseNumber,date,url,status,error
"337/5708/19","01.01.2019","https://reyestr.court.gov.ua/Review/102892254","ok",""
"134/50/18","01.01.2019","https://reyestr.court.gov.ua/Review/106141397","ok",""
"331/1476/19","01.01.2019","https://reyestr.court.gov.ua/Review/106454396","ok",""
"910/4277/21","05.10.2022","https://reyestr.court.gov.ua/Review/106608492","ok",""
"450/289/18","01.01.2019","https://reyestr.court.gov.ua/Review/106788048","ok",""
"548/118/20","01.01.2019","https://reyestr.court.gov.ua/Review/107370939","ok",""
"142/642/16","01.01.2019","https://reyestr.court.gov.ua/Review/108526650","ok",""
"472/302/22","01.01.2019","https://reyestr.court.gov.ua/Review/109479890","ok",""
"725/3827/20","01.01.2019","https://reyestr.court.gov.ua/Review/109479949","ok",""
"679/316/21","01.01.2019","https://reyestr.court.gov.ua/Review/113371132","ok",""
"823/1609/15","01.01.2019","https://reyestr.court.gov.ua/Review/113967154","ok",""
"127/18013/20","01.01.2019","https://reyestr.court.gov.ua/Review/115409335","ok",""
"991/7073/23","01.01.2019","https://reyestr.court.gov.ua/Review/116388837","ok",""
"551/150/23","01.01.2019","https://reyestr.court.gov.ua/Review/117241407","ok",""
"606/1390/23","01.01.2019","https://reyestr.court.gov.ua/Review/124904162","ok",""
"306/2328/17","01.01.2019","https://reyestr.court.gov.ua/Review/124968407","ok",""
"588/587/20","01.01.2019","https://reyestr.court.gov.ua/Review/125063457","ok",""
"279/50/22","01.01.2019","https://reyestr.court.gov.ua/Review/125191954","ok",""
"910/2262/24","01.01.2019","https://reyestr.court.gov.ua/Review/125391728","ok",""
"753/10632/22","01.01.2019","https://reyestr.court.gov.ua/Review/125556473","ok",""
"756/2340/23","01.01.2019","https://reyestr.court.gov.ua/Review/126610122","ok",""
"293/2152/23","01.01.2019","https://reyestr.court.gov.ua/Review/127022096","ok",""
"563/95/24","01.01.2019","https://reyestr.court.gov.ua/Review/127358239","ok",""
"185/3086/16","01.01.2019","https://reyestr.court.gov.ua/Review/127463989","ok",""
"911/153/24","01.01.2019","https://reyestr.court.gov.ua/Review/130025549","ok",""
"906/127/24","01.01.2019","https://reyestr.court.gov.ua/Review/130129688","ok",""
"380/8798/21","01.01.2019","https://reyestr.court.gov.ua/Review/130256968","ok",""
"520/29352/24","01.01.2019","https://reyestr.court.gov.ua/Review/130328666","ok",""
"922/1327/25","01.01.2019","https://reyestr.court.gov.ua/Review/130409519","ok",""
"547/995/23","01.01.2019","https://reyestr.court.gov.ua/Review/130552334","ok",""
"910/102/25","01.01.2019","https://reyestr.court.gov.ua/Review/131821229","ok",""
"902/1257/24","01.01.2019","https://reyestr.court.gov.ua/Review/132196811","ok",""
"910/12657/24","01.01.2019","https://reyestr.court.gov.ua/Review/132355965","ok",""
"906/605/25","01.01.2019","https://reyestr.court.gov.ua/Review/132355967","ok",""
"425/915/16","19.02.2018","https://reyestr.court.gov.ua/Review/72243746","ok",""
"911/436/17","13.03.2018","https://reyestr.court.gov.ua/Review/72692978","ok",""
"234/8701/17","01.01.2019","https://reyestr.court.gov.ua/Review/72693634","ok",""
"815/2243/17","01.01.2019","https://reyestr.court.gov.ua/Review/72832661","ok",""
"360/2367/16","01.01.2019","https://reyestr.court.gov.ua/Review/72850708","ok",""
"759/7784/15","01.01.2019","https://reyestr.court.gov.ua/Review/73029783","ok",""
"297/178/16","01.01.2019","https://reyestr.court.gov.ua/Review/73304780","ok",""
"296/5701/17","01.01.2019","https://reyestr.court.gov.ua/Review/73353779","ok",""
"822/1468/17","01.01.2019","https://reyestr.court.gov.ua/Review/73486763","ok",""
"904/10246/14","19.04.2018","https://reyestr.court.gov.ua/Review/73533274","ok",""
"204/3519/16","01.01.2019","https://reyestr.court.gov.ua/Review/73565550","ok",""
"760/10232/14","01.01.2019","https://reyestr.court.gov.ua/Review/73627798","ok",""
"234/17471/16","01.01.2019","https://reyestr.court.gov.ua/Review/73627848","ok",""
"209/1242/13","01.01.2019","https://reyestr.court.gov.ua/Review/73627860","ok",""
"920/590/17","04.05.2018","https://reyestr.court.gov.ua/Review/73761516","ok",""
"910/3816/16","07.05.2018","https://reyestr.court.gov.ua/Review/73836393","ok",""
"646/9604/16","01.01.2019","https://reyestr.court.gov.ua/Review/73902448","ok",""
"554/13464/15","01.01.2019","https://reyestr.court.gov.ua/Review/74021666","ok",""
"227/6023/15","01.01.2019","https://reyestr.court.gov.ua/Review/74021731","ok",""
"298/1338/16","01.01.2019","https://reyestr.court.gov.ua/Review/74120930","ok",""
"523/2195/16","01.01.2019","https://reyestr.court.gov.ua/Review/74121002","ok",""
"698/677/15","01.01.2019","https://reyestr.court.gov.ua/Review/74121048","ok",""
"915/1110/16","25.05.2018","https://reyestr.court.gov.ua/Review/74221220","ok",""
"399/10/14","01.01.2019","https://reyestr.court.gov.ua/Review/74342659","ok",""
"635/5852/13","01.01.2019","https://reyestr.court.gov.ua/Review/74440163","ok",""
"740/1347/16","01.01.2019","https://reyestr.court.gov.ua/Review/74440195","ok",""
"328/3292/16","01.01.2019","https://reyestr.court.gov.ua/Review/74475851","ok",""
"738/2163/16","01.01.2019","https://reyestr.court.gov.ua/Review/74494388","ok",""
"554/14813/15","01.01.2019","https://reyestr.court.gov.ua/Review/74505932","ok",""
"332/1252/17","01.01.2019","https://reyestr.court.gov.ua/Review/74536826","ok",""
