caseNumber,date,url,status,error
"756/4855/17","01.01.2019","https://reyestr.court.gov.ua/Review/101873632","ok",""
"911/507/21","01.01.2019","https://reyestr.court.gov.ua/Review/102973761","ok",""
"923/832/20","01.01.2019","https://reyestr.court.gov.ua/Review/106774337","ok",""
"918/1131/20","01.01.2019","https://reyestr.court.gov.ua/Review/107100665","ok",""
"305/188/17","01.01.2019","https://reyestr.court.gov.ua/Review/109747758","ok",""
"207/317/18","01.01.2019","https://reyestr.court.gov.ua/Review/110255551","ok",""
"212/7057/18","01.01.2019","https://reyestr.court.gov.ua/Review/114513575","ok",""
"644/5171/20","01.01.2019","https://reyestr.court.gov.ua/Review/114796482","ok",""
"521/8323/23","01.01.2019","https://reyestr.court.gov.ua/Review/121295629","ok",""
"163/2670/21","01.01.2019","https://reyestr.court.gov.ua/Review/123841640","ok",""
"357/12623/21","01.01.2019","https://reyestr.court.gov.ua/Review/124754858","ok",""
"357/10388/16","01.01.2019","https://reyestr.court.gov.ua/Review/128422317","ok",""
"906/1324/23","01.01.2019","https://reyestr.court.gov.ua/Review/129056075","ok",""
"462/6374/23","01.01.2019","https://reyestr.court.gov.ua/Review/129691085","ok",""
"456/3467/21","01.01.2019","https://reyestr.court.gov.ua/Review/130158199","ok",""
"465/7314/24","01.01.2019","https://reyestr.court.gov.ua/Review/130343937","ok",""
"461/6351/23","01.01.2019","https://reyestr.court.gov.ua/Review/130409687","ok",""
"752/13502/22","01.01.2019","https://reyestr.court.gov.ua/Review/130922831","ok",""
"466/4585/23","01.01.2019","https://reyestr.court.gov.ua/Review/131941482","ok",""
"644/368/23","01.01.2019","https://reyestr.court.gov.ua/Review/132314922","ok",""
"578/1357/21","01.01.2019","https://reyestr.court.gov.ua/Review/132356008","ok",""
"344/8655/24","01.01.2019","https://reyestr.court.gov.ua/Review/132789335","ok",""
"916/3668/25","01.01.2019","https://reyestr.court.gov.ua/Review/133348379","ok",""
"420/17341/22","01.01.2019","https://reyestr.court.gov.ua/Review/133364628","ok",""
"925/1351/24","01.01.2019","https://reyestr.court.gov.ua/Review/133382023","ok",""
"462/5233/24","01.01.2019","https://reyestr.court.gov.ua/Review/133527217","ok",""
"280/10715/23","01.01.2019","https://reyestr.court.gov.ua/Review/133539407","ok",""
"120/693/24","01.01.2019","https://reyestr.court.gov.ua/Review/133610157","ok",""
"461/4829/22","01.01.2019","https://reyestr.court.gov.ua/Review/133708471","ok",""
"927/149/22","01.01.2019","https://reyestr.court.gov.ua/Review/133719419","ok",""
"444/2634/21","01.01.2019","https://reyestr.court.gov.ua/Review/133719498","ok",""
"160/29144/24","01.01.2019","https://reyestr.court.gov.ua/Review/133764528","ok",""
"560/656/25","01.01.2019","https://reyestr.court.gov.ua/Review/133860457","ok",""
"560/16306/24","01.01.2019","https://reyestr.court.gov.ua/Review/133891922","ok",""
"438/699/24","01.01.2019","https://reyestr.court.gov.ua/Review/133983434","ok",""
"380/25552/24","01.01.2019","https://reyestr.court.gov.ua/Review/134001182","ok",""
"200/7821/21","01.01.2019","https://reyestr.court.gov.ua/Review/134066301","ok",""
"300/5893/23","01.01.2019","https://reyestr.court.gov.ua/Review/134066575","ok",""
"640/36731/21","01.01.2019","https://reyestr.court.gov.ua/Review/134108468","ok",""
"200/7237/24","01.01.2019","https://reyestr.court.gov.ua/Review/134149529","ok",""
"761/35043/21","01.01.2019","https://reyestr.court.gov.ua/Review/134197143","ok",""
"608/2043/24","01.01.2019","https://reyestr.court.gov.ua/Review/134266384","ok",""
"340/5634/24","01.01.2019","https://reyestr.court.gov.ua/Review/134320811","ok",""
"560/6671/25","01.01.2019","https://reyestr.court.gov.ua/Review/134322563","ok",""
"301/3082/23","01.01.2019","https://reyestr.court.gov.ua/Review/134322820","ok",""
"761/30428/23","01.01.2019","https://reyestr.court.gov.ua/Review/134322847","ok",""
"759/22513/24","01.01.2019","https://reyestr.court.gov.ua/Review/134322866","ok",""
"400/1653/25","01.01.2019","https://reyestr.court.gov.ua/Review/134367521","ok",""
"420/156/24","01.01.2019","https://reyestr.court.gov.ua/Review/134367649","ok",""
"160/15613/23","01.01.2019","https://reyestr.court.gov.ua/Review/134367816","ok",""
"760/21725/24","01.01.2019","https://reyestr.court.gov.ua/Review/134423667","ok",""
"394/531/23","01.01.2019","https://reyestr.court.gov.ua/Review/134423826","ok",""
"624/93/25","01.01.2019","https://reyestr.court.gov.ua/Review/134456250","ok",""
"598/950/24","01.01.2019","https://reyestr.court.gov.ua/Review/134456257","ok",""
"420/21915/21","01.01.2019","https://reyestr.court.gov.ua/Review/134521031","ok",""
"341/658/13","01.01.2019","https://reyestr.court.gov.ua/Review/134540384","ok",""
"761/684/25","01.01.2019","https://reyestr.court.gov.ua/Review/134540448","ok",""
"420/16235/23","01.01.2019","https://reyestr.court.gov.ua/Review/134560920","ok",""
"420/21975/25","01.01.2019","https://reyestr.court.gov.ua/Review/134590669","ok",""
"223/53/15","01.01.2019","https://reyestr.court.gov.ua/Review/134647600","ok",""
"369/14735/24","01.01.2019","https://reyestr.court.gov.ua/Review/134647610","ok",""
"754/17144/24","01.01.2019","https://reyestr.court.gov.ua/Review/134688174","ok",""
"463/2891/14","01.01.2019","https://reyestr.court.gov.ua/Review/134688227","ok",""
"263/830/14","01.01.2019","https://reyestr.court.gov.ua/Review/74777583","ok",""
"751/4876/15","01.01.2019","https://reyestr.court.gov.ua/Review/77801401","ok",""
"761/33395/13","01.01.2019","https://reyestr.court.gov.ua/Review/78979725","ok",""
"804/8774/17","01.01.2019","https://reyestr.court.gov.ua/Review/79265977","ok",""
"473/2513/13","15.05.2019","https://reyestr.court.gov.ua/Review/81722379","ok",""
"914/584/18","01.01.2019","https://reyestr.court.gov.ua/Review/81880162","ok",""
"686/10620/15","01.01.2019","https://reyestr.court.gov.ua/Review/82420496","ok",""
"487/4710/13","01.01.2019","https://reyestr.court.gov.ua/Review/82769686","ok",""
"725/3927/16","01.01.2019","https://reyestr.court.gov.ua/Review/83482698","ok",""
"607/3451/16","01.01.2019","https://reyestr.court.gov.ua/Review/85174050","ok",""
"569/1799/16","25.10.2019","https://reyestr.court.gov.ua/Review/85174055","ok",""
"755/15824/15","01.01.2019","https://reyestr.court.gov.ua/Review/85324933","ok",""
"712/4259/17","01.01.2019","https://reyestr.court.gov.ua/Review/86275657","ok",""
"522/23076/16","01.01.2019","https://reyestr.court.gov.ua/Review/87270748","ok",""
"682/3060/16","01.01.2019","https://reyestr.court.gov.ua/Review/87334250","ok",""
"598/157/15","01.01.2019","https://reyestr.court.gov.ua/Review/87517109","ok",""
"910/5100/19","01.01.2019","https://reyestr.court.gov.ua/Review/89109031","ok",""
"504/3802/15","01.01.2019","https://reyestr.court.gov.ua/Review/91572010","ok",""
"309/1822/17","01.01.2019","https://reyestr.court.gov.ua/Review/92602229","ok",""
"263/5633/15","01.01.2019","https://reyestr.court.gov.ua/Review/94394502","ok",""
"676/6211/16","01.01.2019","https://reyestr.court.gov.ua/Review/95509374","ok",""
"237/1268/16","01.01.2019","https://reyestr.court.gov.ua/Review/95574811","ok",""
"263/8490/14","01.01.2019","https://reyestr.court.gov.ua/Review/99426229","ok",""
